,SubjID,h1_demo_age_nontrad1,h1_demo_gender_male1,h1_demo_ethn_Lat1,h1_demo_ethn_Afr1,h1_demo_ethn_Asn1,h1_demo_ethn_Euro1,h1_demo_ethn_MENA1,h1_demo_ethn_Other1,h1_demo_parents_y_1,h1_demo_addl_lang_EngOther1,h1_demo_first_semest1,h1_regents_avg,h1_ESSES_avg,h1_textbook_y_1,h1_blackboard_y_1,synchronous1,section,HUMAN_attn,HUMAN_work,HUMAN_course,HUMAN_mental,HUMAN_sleep,HUMAN_family,HUMAN_tech,HUMAN_instr,HUMAN_disrupt,Attrition,Section.Type,GPA,h1_ESSES_Read_1,h1_ESSES_Read_2,h1_ESSES_Read_3,h1_ESSES_Read_4_reverse,h1_ESSES_Read_avg,h1_ESSES_Research_1,h1_ESSES_Research_2,h1_ESSES_Research_3,h1_ESSES_Research_4_reverse,h1_ESSES_Research_5,h1_ESSES_Research_avg,h1_ESSES_IL_1,h1_ESSES_IL_2_reverse,h1_ESSES_IL_3_reverse,h1_ESSES_IL_4,h1_ESSES_IL_avg,h1_ESSES_Tech_1,h1_ESSES_Tech_2,h1_ESSES_Tech_3_reverse,h1_ESSES_Tech_4,h1_ESSES_Tech_5,h1_ESSES_Tech_avg,h1_regents_correct1_1,h1_regents_correct1_2,h1_regents_correct1_3,h1_regents_correct1_4,h1_regents_correct1_5,h1_regents_correct1_6
288,SS8574,0,0,0,0,0,1,0,0,0,1,0,0.333333333,3.222222222,0,0,0,SS,0,1,0,0,0,0,1,0,0,0,jumbo,2.3,5,3,1,2,2.75,1,1,1,5,1,1.8,5,5,4,2,4,5,5,6,5,1,4.4,0,1,1,0,0,0
289,SS0966,0,1,0,0,0,1,0,0,1,0,0,0.5,4.944444444,1,1,0,SS,0,0,0,0,0,0,0,0,0,0,jumbo,4,6,6,4,6,5.5,4,3,5,4,5,4.2,6,6,3,6,5.25,6,6,1,6,6,5,0,1,1,1,0,0
290,SS4164,0,0,0,0,1,0,0,0,1,1,0,0.666666667,6,1,1,0,SS,0,0,0,0,0,0,0,0,0,0,jumbo,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,0,1,0,1
291,SS5479,0,1,0,0,0,0,1,0,1,1,0,0.166666667,4.444444444,1,1,0,SS,0,0,1,0,0,0,1,0,0,0,jumbo,4,4,5,4,2,3.75,5,5,5,5,5,5,5,4,4,4,4.25,5,5,4,4,5,4.6,0,0,1,0,0,0
292,SS6051,0,1,0,0,0,1,0,0,1,0,0,1,4,0,0,0,SS,0,0,0,0,1,0,0,0,0,0,jumbo,1,4,4,2,4,3.5,3,5,5,4,5,4.4,4,4,2,5,3.75,5,5,5,2,4,4.2,1,1,1,1,1,1
293,SS0533,0,0,0,0,0,1,0,0,1,1,0,1,3.777777778,1,1,0,SS,0,0,0,0,0,0,1,0,1,0,jumbo,4,4,4,5,3,4,4,4,4,2,4,3.6,4,3,3,4,3.5,4,4,5,5,2,4,1,1,1,1,1,1
294,SS7211,0,0,1,0,0,0,0,0,0,1,0,0.5,4.388888889,1,1,0,SS,1,1,1,0,1,0,1,0,1,1,jumbo,NA,6,6,6,3,5.25,3,3,3,5,4,3.6,4,3,4,4,3.75,5,5,5,5,5,5,0,1,0,1,1,0
295,SS3065,1,0,1,0,0,0,0,0,0,1,0,0.833333333,3.944444444,1,1,0,SS,0,1,0,1,0,0,0,0,0,0,jumbo,1,6,5,4,3,4.5,3,4,4,3,5,3.8,4,2,3,4,3.25,6,4,2,6,3,4.2,1,1,0,1,1,1
296,SS3473,0,0,0,0,0,1,0,0,0,0,0,0.833333333,4.888888889,1,0,0,SS,0,1,0,0,0,0,0,0,1,0,jumbo,4,5,5,4,5,4.75,5,5,5,5,3,4.6,5,5,5,5,5,5,5,5,6,5,5.2,1,1,0,1,1,1
297,SS3720,0,0,1,0,0,0,0,0,1,1,0,0.333333333,5.333333333,0,1,0,SS,0,0,0,0,0,0,0,1,0,0,jumbo,2,6,6,6,6,6,6,6,6,4,6,5.6,4,3,6,1,3.5,6,6,6,6,6,6,0,1,1,0,0,0
298,SS9765,0,1,0,1,0,0,0,0,1,0,0,0.5,3.944444444,0,1,0,SS,0,0,0,0,0,0,0,0,0,0,jumbo,2.7,5,5,4,5,4.75,2,3,5,3,5,3.6,5,2,3,4,3.5,5,5,2,4,4,4,0,1,1,1,0,0
299,SS9882,0,0,0,0,1,0,0,0,1,1,0,0.666666667,4.333333333,1,1,0,SS,0,0,0,1,0,0,0,1,0,0,jumbo,4,5,5,4,4,4.5,4,4,4,3,5,4,5,3,3,5,4,5,5,4,5,5,4.8,1,1,1,1,0,0
300,SS5544,0,1,0,0,0,0,1,0,0,1,0,0.5,4.833333333,1,1,0,SS,0,0,1,0,1,0,0,0,0,0,jumbo,4,5,6,5,3,4.75,4,4,3,3,4,3.6,5,6,5,5,5.25,6,6,5,6,6,5.8,0,1,1,1,0,0
301,SS2994,0,0,1,0,0,0,0,0,0,1,1,1,3.5,1,1,0,SS,0,0,0,0,0,1,0,0,1,1,jumbo,NA,4,4,4,3,3.75,3,4,4,3,4,3.6,3,3,3,3,3,4,3,4,4,3,3.6,1,1,1,1,1,1
302,SS6205,0,1,0,0,0,0,1,0,1,1,1,0.833333333,4.555555556,1,1,0,SS,1,0,0,0,0,0,0,0,0,0,jumbo,4,5,5,5,5,5,4,5,5,5,4,4.6,4,5,5,2,4,5,5,5,5,3,4.6,1,1,1,1,0,1
303,SS6912,0,0,1,0,0,0,0,0,0,1,0,0.833333333,3.944444444,1,0,0,SS,1,1,0,0,1,0,0,0,1,0,jumbo,2.7,5,4,4,2,3.75,4,5,4,3,3,3.8,4,1,1,4,2.5,5,6,5,5,6,5.4,1,1,1,1,1,0
304,SS3471,0,0,0,0,0,1,0,0,1,0,0,0.833333333,3.111111111,0,1,0,SS,0,0,0,0,1,0,1,1,1,0,jumbo,4,2,4,1,1,2,3,3,4,1,3,2.8,3,3,3,4,3.25,4,4,3,6,4,4.2,1,1,1,1,1,0
305,SS9288,0,1,1,0,0,0,0,0,0,1,1,0.666666667,3.833333333,0,1,0,SS,1,0,0,0,0,0,1,0,0,0,jumbo,2.7,4,4,4,4,4,3,4,3,5,3,3.6,4,4,4,4,4,4,4,4,4,3,3.8,1,1,1,1,0,0
306,SS1614,0,0,0,0,1,0,0,0,1,1,0,0.833333333,3.611111111,1,1,0,SS,1,0,0,0,0,0,0,0,1,0,jumbo,0,5,5,2,2,3.5,3,2,5,2,3,3,4,3,5,3,3.75,5,5,4,4,3,4.2,1,1,1,1,1,0
307,SS1751,0,1,0,1,0,0,0,0,0,0,0,0.333333333,4.444444444,0,1,0,SS,0,0,0,0,0,0,0,1,0,1,jumbo,NA,6,4,3,4,4.25,3,4,4,5,4,4,5,5,5,5,5,4,6,4,5,4,4.6,0,0,0,0,1,1
308,SS3972,0,1,0,1,0,0,0,0,0,1,0,0.5,3.444444444,1,1,0,SS,0,0,0,0,0,0,1,1,0,0,jumbo,2,4,4,4,1,3.25,3,4,4,2,4,3.4,3,3,3,4,3.25,4,4,3,4,4,3.8,0,1,0,0,1,1
309,SS8871,0,0,1,0,0,1,0,0,1,0,0,1,4.388888889,0,1,0,SS,0,1,0,1,1,0,1,0,1,1,jumbo,NA,6,5,4,5,5,5,4,4,4,4,4.2,5,5,3,3,4,6,3,3,6,4,4.4,1,1,1,1,1,1
310,SS2510,1,1,0,0,1,1,0,0,1,0,0,1,4.666666667,1,1,0,SS,0,1,0,0,0,0,1,0,1,0,jumbo,4,6,5,4,4,4.75,5,5,5,4,4,4.6,5,4,4,5,4.5,5,5,4,5,5,4.8,1,1,1,1,1,1
311,SS0190,0,0,0,0,0,1,0,0,0,1,0,0.833333333,5.222222222,1,1,0,SS,0,1,0,0,0,0,1,0,0,0,jumbo,4,6,6,6,5,5.75,6,6,6,5,4,5.4,5,5,5,5,5,6,5,4,5,4,4.8,1,1,1,1,1,0
312,SS4866,0,0,1,0,0,0,0,0,1,1,0,0.666666667,4.388888889,1,1,0,SS,0,0,0,0,0,0,0,0,0,1,jumbo,NA,5,5,5,4,4.75,4,4,5,4,5,4.4,5,5,5,5,5,5,3,2,5,3,3.6,1,1,0,1,1,0
313,SS2568,0,1,0,0,0,1,0,0,1,0,0,1,4.5,1,1,0,SS,0,0,0,0,1,1,1,0,0,0,jumbo,3.7,6,5,4,3,4.5,5,5,4,5,5,4.8,5,5,3,4,4.25,5,5,3,5,4,4.4,1,1,1,1,1,1
314,SS3316,0,0,1,0,0,1,0,0,0,1,0,0.833333333,3.777777778,1,0,0,SS,1,0,0,0,0,0,0,0,0,0,jumbo,3.7,5,5,4,3,4.25,4,4,3,3,3,3.4,3,4,4,4,3.75,4,4,3,5,3,3.8,1,1,1,1,0,1
315,SS4567,1,0,1,0,0,0,0,0,1,1,0,0.833333333,4.5,1,1,0,SS,0,1,0,0,0,1,0,1,0,0,jumbo,4,5,5,4,4,4.5,5,5,5,5,5,5,5,5,5,2,4.25,5,4,3,5,4,4.2,1,1,1,1,0,1
316,SS1609,0,1,0,0,1,0,0,0,1,0,0,1,4.555555556,1,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,0,6,5,4,2,4.25,5,6,5,5,4,5,6,6,5,4,5.25,5,3,4,5,2,3.8,1,1,1,1,1,1
317,SS9747,0,1,0,0,0,1,0,0,1,1,0,0.5,4.055555556,1,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,3.3,5,5,5,5,5,4,4,4,3,4,3.8,5,4,4,4,4.25,4,4,3,3,3,3.4,1,0,1,1,0,0
318,SS1123,0,0,0,0,1,0,0,0,0,1,0,1,3.611111111,1,1,0,SS,1,1,0,0,0,0,1,0,0,0,jumbo,4,3,4,3,3,3.25,4,4,4,3,4,3.8,3,4,3,4,3.5,4,4,4,4,3,3.8,1,1,1,1,1,1
319,SS3749,0,0,0,0,0,0,0,1,1,0,0,0.833333333,3.444444444,1,1,0,SS,0,0,0,0,0,0,0,1,0,0,jumbo,4,5,5,4,3,4.25,2,4,5,2,2,3,1,2,2,5,2.5,5,2,2,6,5,4,1,1,1,1,1,0
320,SS0658,0,0,1,0,0,0,0,0,0,0,0,0.166666667,3.666666667,1,0,0,SS,1,0,0,0,0,0,0,0,0,1,jumbo,NA,4,4,4,3,3.75,4,4,4,3,3,3.6,4,3,3,4,3.5,4,4,3,4,4,3.8,0,0,1,0,0,0
321,SS6743,0,0,1,0,0,0,0,0,0,1,0,0.833333333,3.944444444,1,1,0,SS,0,0,0,0,0,0,1,0,1,0,jumbo,4,4,5,4,5,4.5,4,3,3,3,3,3.2,4,4,4,4,4,5,4,2,5,5,4.2,1,1,1,1,1,0
322,SS3372,0,0,1,0,0,0,0,0,1,1,0,1,3.888888889,1,1,0,SS,0,1,0,0,0,0,1,1,0,0,jumbo,4,5,5,3,3,4,4,4,4,3,5,4,4,3,4,3,3.5,4,3,4,5,4,4,1,1,1,1,1,1
323,SS8860,0,0,0,0,1,0,0,0,0,1,0,0.833333333,3.166666667,1,1,0,SS,0,0,0,0,1,1,0,0,0,0,jumbo,4,4,5,4,1,3.5,3,3,3,3,3,3,4,3,3,3,3.25,5,2,2,5,1,3,1,0,1,1,1,1
324,SS1282,0,0,0,0,1,0,0,0,0,1,0,0.833333333,4.111111111,0,1,0,SS,0,1,0,0,0,0,0,0,1,0,jumbo,0,5,5,3,3,4,3,4,4,4,4,3.8,5,4,4,4,4.25,4,4,4,5,5,4.4,1,1,1,1,0,1
325,SS5147,0,1,0,0,0,1,0,0,1,1,0,0.5,5.166666667,1,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,4,5,5,5,4,4.75,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,6,5.8,1,0,1,1,0,0
326,SS6663,0,0,0,1,0,0,0,0,1,0,0,1,3.277777778,1,0,0,SS,0,1,0,1,0,0,1,0,0,1,jumbo,NA,5,5,4,1,3.75,2,3,3,3,2,2.6,2,3,4,4,3.25,5,4,3,4,2,3.6,1,1,1,1,1,1
327,SS4486,0,0,0,0,0,1,0,0,1,1,1,0.666666667,4.166666667,0,1,0,SS,0,1,0,0,0,0,1,0,0,0,jumbo,4,6,6,4,2,4.5,2,4,4,3,2,3,6,6,6,5,5.75,4,3,2,6,4,3.8,1,1,1,0,0,1
328,SS4907,0,1,0,0,0,1,0,0,0,0,1,0.5,3.055555556,1,1,0,SS,0,0,0,0,1,1,0,1,0,0,jumbo,1,5,3,3,2,3.25,4,2,1,2,3,2.4,5,4,4,4,4.25,4,1,1,6,1,2.6,1,1,1,0,0,0
329,SS9132,0,0,0,1,0,0,0,0,0,0,0,1,3.944444444,1,1,0,SS,0,0,0,0,0,0,1,0,0,1,jumbo,NA,5,5,4,3,4.25,4,4,4,3,4,3.8,4,3,3,4,3.5,5,4,3,5,4,4.2,1,1,1,1,1,1
330,SS9221,0,1,1,0,0,1,0,0,0,1,0,0.5,3.333333333,1,1,0,SS,1,1,0,0,0,0,0,0,1,1,jumbo,NA,2,5,2,2,2.75,4,4,5,3,3,3.8,4,2,4,3,3.25,4,4,2,4,3,3.4,1,1,1,0,0,0
331,SS8982,0,0,1,0,0,0,0,0,0,1,0,0.5,4.666666667,1,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,4,5,5,5,4,4.75,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,4,0,0,1,0,1,1
332,SS9381,0,0,0,1,0,0,0,0,0,0,0,0.833333333,4.777777778,0,0,0,SS,1,0,0,0,0,0,0,0,0,0,jumbo,1,5,5,5,5,5,5,4,5,5,5,4.8,5,5,5,5,5,4,4,4,6,4,4.4,1,1,1,0,1,1
333,SS0100,0,1,0,0,0,1,0,0,0,0,0,0.833333333,4.611111111,1,1,0,SS,0,1,0,1,0,0,1,1,0,0,jumbo,3.3,5,5,4,4,4.5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,4.8,1,1,0,1,1,1
334,SS7109,0,1,1,0,0,1,0,0,1,0,0,1,4.166666667,1,1,0,SS,1,0,0,0,1,0,1,0,0,0,jumbo,1,6,6,5,3,5,5,4,3,2,4,3.6,4,2,2,4,3,6,4,5,5,5,5,1,1,1,1,1,1
335,SS7855,0,1,0,0,0,1,0,0,0,0,1,1,4.222222222,0,1,0,SS,1,1,0,0,1,1,0,0,0,0,jumbo,2,5,5,4,4,4.5,5,5,5,5,6,5.2,3,3,5,3,3.5,4,4,4,3,3,3.6,1,1,1,1,1,1
336,SS9129,0,0,0,0,0,1,0,0,1,1,1,0.833333333,5.666666667,1,1,0,SS,0,0,0,0,0,0,0,0,0,0,jumbo,4,5,5,5,5,5,6,6,6,6,6,6,6,5,5,6,5.5,6,6,6,6,6,6,1,1,1,1,1,0
337,SS4946,0,0,1,0,0,0,0,0,0,1,1,0,4.277777778,1,1,0,SS,0,1,0,0,0,1,1,1,0,0,jumbo,0,5,4,3,4,4,4,4,5,5,3,4.2,4,4,4,3,3.75,6,5,4,5,5,5,0,0,0,0,0,0
338,SD5301,1,1,0,1,0,0,0,0,0,0,1,0.833333333,6,0,1,0,SD,0,0,0,0,0,1,1,0,0,0,regular,3.7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,0,1
339,SD3801,0,1,0,0,0,0,0,0,1,1,0,0.333333333,4.166666667,0,1,0,SD,0,0,1,0,0,0,0,0,0,0,regular,0,5,5,5,5,5,5,5,5,2,5,4.4,4,3,3,4,3.5,4,4,3,4,4,3.8,0,1,0,0,1,0
340,SD8397,1,0,0,0,0,0,1,0,0,1,0,0.5,4.277777778,1,1,0,SD,0,0,1,0,0,1,1,0,1,0,regular,3.3,5,6,4,3,4.5,5,3,3,2,5,3.6,6,4,4,5,4.75,6,4,3,5,4,4.4,1,0,1,1,0,0
341,SD2325,0,0,0,0,0,0,1,0,0,1,1,1,3.777777778,1,1,0,SD,0,0,1,0,0,0,0,1,0,0,regular,3.3,4,4,4,2,3.5,4,4,4,3,5,4,4,3,3,4,3.5,5,5,4,5,1,4,1,1,1,1,1,1
342,SD8418,0,0,0,1,0,0,0,0,0,1,0,0.666666667,4.055555556,1,0,0,SD,0,0,0,0,0,0,1,0,0,1,regular,NA,5,4,3,4,4,3,5,5,3,3,3.8,3,3,5,3,3.5,5,6,2,6,5,4.8,1,1,1,0,0,1
343,SD0743,0,1,0,0,0,1,0,0,1,1,0,0.666666667,4.333333333,1,1,0,SD,0,0,0,0,0,0,1,0,0,0,regular,2,5,5,5,2,4.25,5,5,5,3,5,4.6,5,3,2,5,3.75,5,5,3,5,5,4.6,0,1,1,1,0,1
344,SD9117,0,1,0,0,0,1,0,0,1,0,0,0.5,4.277777778,1,1,0,SD,1,0,0,0,0,0,0,0,0,0,regular,2,5,5,4,4,4.5,4,5,5,4,4,4.4,4,4,3,4,3.75,5,4,4,5,4,4.4,0,0,1,1,1,0
345,SD2454,0,1,0,0,0,1,0,0,0,1,0,0.833333333,4.833333333,1,1,0,SD,0,0,0,0,0,0,0,0,0,0,regular,3,5,5,3,3,4,6,6,6,5,5,5.6,4,3,2,6,3.75,6,6,6,5,5,5.6,1,1,1,1,0,1
346,SD7469,0,1,1,1,0,0,0,0,1,1,1,0.833333333,4.111111111,1,1,0,SD,0,0,0,0,0,0,1,0,0,1,regular,NA,5,5,4,5,4.75,3,4,5,5,3,4,1,1,2,4,2,6,5,5,5,6,5.4,1,1,1,1,0,1
347,SD2353,0,1,0,0,0,1,0,0,0,0,0,0.833333333,5.055555556,1,1,0,SD,0,1,0,1,0,0,1,1,0,0,regular,3,5,5,6,4,5,4,5,6,5,4,4.8,5,5,5,5,5,5,5,5,6,6,5.4,1,1,1,0,1,1
348,SD8610,0,0,1,0,0,0,0,0,0,1,0,0.166666667,4.333333333,1,1,0,SD,0,0,0,0,1,0,1,0,0,0,regular,2.7,6,6,6,6,6,4,3,4,3,4,3.6,6,3,4,4,4.25,5,3,1,5,5,3.8,0,0,0,0,0,1
349,SD2531,0,1,0,0,0,1,0,0,1,0,0,0.666666667,4.333333333,1,1,0,SD,0,0,1,0,0,1,1,0,0,0,regular,1,6,6,6,3,5.25,5,4,5,3,5,4.4,6,1,3,5,3.75,6,4,3,3,4,4,1,1,0,1,1,0
350,SD3403,0,1,0,0,0,1,1,0,0,1,0,1,3.833333333,1,1,0,SD,0,1,1,1,1,0,0,1,0,0,regular,0,6,6,6,2,5,4,4,6,5,4,4.6,4,3,3,3,3.25,3,2,2,5,1,2.6,1,1,1,1,1,1
351,SD1469,0,0,0,1,0,0,0,0,1,1,0,0.666666667,3.833333333,1,1,0,SD,0,1,0,0,0,1,1,0,0,0,regular,2,5,5,5,2,4.25,2,4,4,4,4,3.6,6,4,3,5,4.5,3,3,3,4,3,3.2,1,1,1,0,1,0
352,SD4770,0,0,0,0,0,1,0,0,0,1,0,1,3.5,1,1,0,SD,0,0,0,1,0,0,1,0,0,0,regular,2,5,4,3,3,3.75,3,4,2,2,3,2.8,5,5,3,2,3.75,5,5,3,5,1,3.8,1,1,1,1,1,1
353,SD0344,0,0,0,0,0,1,0,0,0,1,0,1,4.888888889,1,1,0,SD,0,0,0,0,0,0,1,0,0,1,regular,NA,6,6,5,5,5.5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,4.2,1,1,1,1,1,1
354,SD7169,0,0,0,0,0,0,0,1,1,1,0,0.5,3.5,1,0,0,SD,0,1,0,0,0,0,1,0,1,0,regular,1,5,5,3,3,4,4,2,2,3,2,2.6,5,5,3,3,4,4,4,3,4,3,3.6,1,1,0,0,0,1
355,SD8623,0,0,0,0,0,0,0,0,1,0,0,0.833333333,4.055555556,1,1,0,SD,0,0,0,0,0,0,1,0,0,0,regular,0,6,4,3,3,4,3,4,3,3,4,3.4,6,3,3,5,4.25,4,5,2,6,6,4.6,1,1,1,1,1,0
356,SD7017,0,1,0,0,0,0,0,0,1,1,0,1,3.833333333,1,1,0,SD,0,0,0,0,0,1,1,0,1,0,regular,1,4,5,4,1,3.5,4,3,6,3,5,4.2,5,1,5,3,3.5,5,4,1,6,4,4,1,1,1,1,1,1
357,SD6077,1,1,0,0,0,0,0,0,1,0,0,1,4.055555556,0,0,0,SD,0,1,0,0,0,1,0,1,0,0,regular,0,5,4,4,3,4,4,4,4,3,4,3.8,4,4,4,4,4,5,4,4,5,4,4.4,1,1,1,1,1,1
358,SD5249,0,1,0,1,0,0,0,0,0,1,0,0.666666667,2.944444444,1,1,0,SD,0,1,0,0,1,0,0,0,1,1,regular,NA,4,3,2,5,3.5,3,2,2,2,2,2.2,2,2,2,3,2.25,3,3,4,5,4,3.8,1,0,1,1,0,1
359,SD0807,0,0,0,0,0,1,0,0,1,1,0,1,5.111111111,1,1,0,SD,0,1,0,0,0,0,1,1,0,0,regular,4,6,6,6,3,5.25,6,6,6,2,6,5.2,4,4,6,4,4.5,6,6,3,6,6,5.4,1,1,1,1,1,1
360,SD6540,0,0,0,0,0,0,0,0,0,1,0,0.333333333,4.388888889,1,1,0,SD,0,1,0,0,1,1,1,1,0,0,regular,0,6,6,6,5,5.75,5,5,5,3,4,4.4,6,4,4,5,4.75,1,4,3,4,3,3,1,0,1,0,0,0
361,SD8407,0,1,0,0,0,1,0,0,1,0,0,0.833333333,5.222222222,1,0,0,SD,0,0,0,0,0,0,1,0,0,0,regular,3.3,5,5,5,6,5.25,6,6,6,5,6,5.8,6,4,3,4,4.25,6,6,5,6,4,5.4,1,1,1,1,0,1
362,SD7125,0,0,1,0,0,0,0,0,0,1,0,0.833333333,3.666666667,1,1,0,SD,1,0,0,0,0,1,0,0,0,1,regular,NA,5,5,4,5,4.75,4,4,4,1,4,3.4,3,1,2,3,2.25,5,4,2,6,4,4.2,1,1,1,1,1,0
363,SD2193,0,1,0,0,0,1,0,0,1,0,0,0.666666667,3.833333333,1,1,0,SD,0,1,0,0,0,0,1,1,1,0,regular,2,4,4,4,4,4,4,4,4,3,4,3.8,4,3,4,4,3.75,4,4,3,4,4,3.8,1,1,1,0,0,1
364,SD5493,0,1,1,0,0,0,0,0,1,0,0,0.333333333,3.722222222,1,1,0,SD,1,1,1,0,0,0,1,1,0,0,regular,1,4,5,2,1,3,3,3,4,5,4,3.8,4,5,5,4,4.5,5,4,2,4,3,3.6,1,1,0,0,0,0
365,SD5502,0,0,1,0,0,0,0,0,0,1,0,0.5,3.166666667,0,1,0,SD,1,0,0,0,0,0,1,0,0,1,regular,NA,3,2,4,2,2.75,4,2,3,3,3,3,4,3,3,3,3.25,4,3,3,4,4,3.6,0,1,1,1,0,0
366,SD1806,0,1,1,0,0,1,0,0,1,0,0,0.833333333,4,0,1,0,SD,0,1,0,1,0,0,1,0,0,1,regular,NA,5,5,4,4,4.5,4,4,4,4,4,4,4,4,3,4,3.75,4,4,4,4,3,3.8,1,1,1,1,0,1
367,SD3036,0,0,0,1,0,0,0,0,0,1,0,0.833333333,3.888888889,0,1,0,SD,1,0,0,0,1,0,1,0,0,0,regular,1,4,4,3,3,3.5,5,5,4,3,4,4.2,4,3,3,4,3.5,4,5,2,5,5,4.2,1,1,1,1,1,0
368,SD7963,0,1,0,0,0,1,0,0,1,1,0,1,3.888888889,1,1,0,SD,1,1,1,0,0,0,1,0,0,0,regular,4,5,5,5,5,5,4,4,3,4,3,3.6,4,3,3,5,3.75,5,2,3,5,2,3.4,1,1,1,1,1,1
369,SD2406,0,0,1,1,0,0,0,0,1,0,0,0.833333333,3.666666667,1,0,0,SD,0,0,0,0,0,0,1,0,0,1,regular,NA,4,4,4,3,3.75,4,3,4,2,5,3.6,4,3,3,4,3.5,4,4,3,4,4,3.8,1,1,0,1,1,1
370,SD3336,0,0,1,0,0,0,0,0,1,1,0,0.833333333,4.666666667,1,1,0,SD,0,0,0,0,0,0,1,0,0,0,regular,2,5,5,5,5,5,5,5,5,4,5,4.8,5,5,2,5,4.25,5,5,3,5,5,4.6,1,1,1,0,1,1
371,SD9630,0,1,1,0,0,0,0,0,0,1,0,0.5,3.722222222,0,1,0,SD,0,0,0,0,0,0,1,0,0,1,regular,NA,4,4,4,3,3.75,4,4,4,3,4,3.8,4,3,4,3,3.5,4,4,3,4,4,3.8,1,0,1,1,0,0
372,SD1877,0,1,0,1,0,0,0,0,1,0,0,1,4.833333333,0,1,0,SD,0,0,0,0,0,0,0,0,0,0,regular,2,5,5,5,5,5,5,5,5,5,4,4.8,5,5,3,5,4.5,5,5,5,5,5,5,1,1,1,1,1,1
373,SD2202,0,0,1,0,0,1,0,0,0,0,0,0.166666667,4,1,1,0,SD,1,0,0,0,0,0,0,0,0,0,regular,1,5,5,5,2,4.25,5,5,5,2,5,4.4,5,2,2,5,3.5,4,4,3,4,4,3.8,1,0,0,0,0,0
374,SW9497,0,1,0,0,0,0,1,0,1,1,0,0.833333333,4.277777778,1,1,1,SW,0,0,1,1,0,0,1,0,0,0,regular,3.7,5,5,4,5,4.75,5,5,4,5,4,4.6,5,5,4,4,4.5,3,3,3,5,3,3.4,1,1,1,1,0,1
375,SW0384,0,1,1,0,0,1,0,0,0,1,0,0.166666667,4.166666667,1,1,1,SW,0,1,0,0,1,0,1,0,1,0,regular,0,4,4,2,5,3.75,4,5,5,5,4,4.6,4,4,3,3,3.5,5,4,4,5,5,4.6,0,0,1,0,0,0
376,SW8265,0,0,0,1,0,0,0,0,1,0,0,0.5,4.611111111,1,1,1,SW,1,0,0,1,0,1,1,0,1,0,regular,3.3,6,5,5,4,5,5,5,5,4,4,4.6,5,4,4,4,4.25,5,5,3,5,5,4.6,0,1,1,0,0,1
377,SW3533,0,0,0,0,1,0,0,0,1,1,0,1,4.944444444,1,1,1,SW,1,1,1,1,0,0,1,1,1,0,regular,4,6,6,5,4,5.25,4,5,5,4,4,4.4,6,4,4,4,4.5,6,6,4,6,6,5.6,1,1,1,1,1,1
378,SW1066,0,0,1,0,0,0,0,0,0,0,0,0.333333333,3.777777778,1,1,1,SW,0,0,0,0,0,1,0,0,1,0,regular,1,4,4,4,4,4,3,4,4,2,4,3.4,5,3,3,4,3.75,5,4,3,3,5,4,0,0,1,0,0,1
379,SW6509,0,0,0,0,1,0,0,0,1,1,0,1,4,1,1,1,SW,1,0,0,0,0,0,0,1,0,0,regular,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1
380,SW9210,0,0,0,0,0,0,0,0,1,0,1,0.166666667,5.722222222,1,1,1,SW,0,0,0,1,1,0,0,1,0,0,regular,3.3,5,6,5,6,5.5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5.4,1,0,0,0,0,0
381,SW4328,0,1,0,0,0,1,0,0,1,0,0,0.666666667,4.166666667,1,1,1,SW,0,0,0,0,0,0,0,0,0,0,regular,2.3,5,5,4,4,4.5,3,4,3,4,4,3.6,5,5,2,4,4,5,4,4,6,4,4.6,0,1,1,1,0,1
382,SW4512,0,0,0,0,0,1,0,0,1,0,0,1,4.944444444,1,1,1,SW,1,1,0,0,0,0,1,0,1,0,regular,4,4,4,4,5,4.25,4,4,5,6,4,4.6,6,5,5,5,5.25,6,5,5,6,6,5.6,1,1,1,1,1,1
383,SW6390,0,0,0,1,0,0,0,0,1,0,0,0.5,3.777777778,1,1,1,SW,0,0,0,0,0,1,1,0,0,0,regular,0,4,2,4,3,3.25,1,4,5,5,4,3.8,4,3,3,4,3.5,4,6,4,2,6,4.4,0,1,0,1,1,0
384,SW1215,0,0,0,0,0,1,0,0,0,1,0,0.166666667,3.333333333,1,1,1,SW,0,0,0,0,0,0,1,0,0,0,regular,2.3,6,6,6,1,4.75,2,3,3,2,5,3,4,1,1,6,3,2,4,4,1,3,2.8,1,0,0,0,0,0
